Number,Source.Url,Country,Region,Class,Project.Approval.Date,Project.Location,Project.Description,Goal.Project.Number,Objectives,Goal.Contribution,Fap.Contribution,Ma.Contribution,Other.Contribution,TotalBudget,Total.Paid,Fifa.points.2015,Fifa.rank.2015,Fifa.points.2000,Fifa.rank.2000,diff_rank,diff_points,id,Project.Approval.Year
p302,http://www.fifa.com/associations/association=jor/development-activities/goal/index.html,Jordan,NEAR EAST,Other,26.10.2010,"Al Hussein Sport city, Amman",Installation of floodlights and changing rooms at the two football pitches at Al Hussein sports city,4,The objective of this project is;-to use the facility for night training,400000,1000,0,0,401000,400000,353,97,394,101,4,41,JOR,2010
p303,http://www.fifa.com/associations/association=jor/development-activities/goal/index.html,Jordan,NEAR EAST,Football pitch,21.03.2007,Amman,Installation of an artificial turf pitch at the Al Hussain sport city in Amman. The project includes: floodlights and changing rooms,3,The objective of this project is;-to maximise usage of the facility throughout the year and under all weather conditions,400000,358866,0,134334,758866,893200,353,97,394,101,4,41,JOR,2007
p304,http://www.fifa.com/associations/association=jor/development-activities/goal/index.html,Jordan,NEAR EAST,Other,17.02.2004,Amman,Construction of a training and fitness centre for national teams in Amman,2,The objective of this project is;-to provide the association with its own training and fitness centre for the national and club teams,400000,416926,0,0,816926,816926,353,97,394,101,4,41,JOR,2004
p305,http://www.fifa.com/associations/association=jor/development-activities/goal/index.html,Jordan,NEAR EAST,Headquarters,18.02.2004,Amman,Headquarters in Al Hussain sport city,1,The objective of this project is;-to deliver headquarters and administrative offices befitting a football association,530000,237479,0,0,767479,767479,353,97,394,101,4,41,JOR,2004
p306,http://www.fifa.com/associations/association=jpn/development-activities/goal/index.html,Japan,ASIA (EX. NEAR EAST),Football pitch,26.10.2010,Matsushima,Renovation of the artificial turf pitch destroyed by the earthquake.;This project replaces the former planned project (purchase of medical equipment and IT for the JFA medical centre in Fukushima),4,The objective of this project is;-to replace damaged facilities for the local football community,400000,0,0,0,400000,NA,605,55,541,49,-6,-64,JPN,2010
p307,http://www.fifa.com/associations/association=jpn/development-activities/goal/index.html,Japan,ASIA (EX. NEAR EAST),Other,01.12.2009,Fukushima,Completion of the work initiated under Goal projects I and II. The project consists of the purchase of medical equipment for the association’s medical centre,3,"The objective of this project is;-to provide equipment for injury care, study of sports medicine and data collection",400000,0,73224,0,473224,400000,605,55,541,49,-6,-64,JPN,2009
p308,http://www.fifa.com/associations/association=jpn/development-activities/goal/index.html,Japan,ASIA (EX. NEAR EAST),Other,02.06.2009,Fukushima,Construction of a medical clinic at the technical centre as a base for sports medicine,2,The objective of this project is;-to gather data on youth players for future study,400000,0,0,0,400000,400000,605,55,541,49,-6,-64,JPN,2009
p309,http://www.fifa.com/associations/association=jpn/development-activities/goal/index.html,Japan,ASIA (EX. NEAR EAST),Other,21.03.2007,Fukushima,Construction of a medical centre in the J-Village. The medical centre is the base for sports medical doctors with regard to injury care and study of sports medicine.,1,The objective of this project is;-to gather data on youth players for future study,400000,0,2930000,0,3330000,400000,605,55,541,49,-6,-64,JPN,2007
p310,http://www.fifa.com/associations/association=kaz/development-activities/goal/index.html,Kazakhstan,C.W. OF IND. STATES,Football pitch,22.03.2007,Almaty,Installation of an artificial turf pitch at the technical centre,1,The objective of this project is;- to maximise usage of the facility throughout the year and under all weather conditions for training and competitions of youth teams,390000,0,0,0,390000,390000,203,139,326,119,-20,123,KAZ,2007
p311,http://www.fifa.com/associations/association=ken/development-activities/goal/index.html,Kenya,SUB-SAHARAN AFRICA,Football pitch,27.03.2012,Kisumu,Installation of a football turf pitch at the Kisumu stadium in Kisumu.,3,"The project includes the construction of a football turf pitch in Kisumu stadium where the government planned additional works to improve the facility. The objectives of this project are;1) To improve the region’s football facilities;2) To reduce maintenance costs, mainly water and mowing;3) To enable players to get accustomed to football turf surfaces;4) To support the league and enable matches to take place in an adequate environment",500000,142000,0,0,642000,385200,266,116,382,104,-12,116,KEN,2012
p312,http://www.fifa.com/associations/association=ken/development-activities/goal/index.html,Kenya,SUB-SAHARAN AFRICA,Technical centre,04.02.2008,Nairobi,2nd phase of the Technical Centre,2,To complete the National Technical Centre;To provide Kenya Football Federation with Administration offices,399125,0,0,0,399125,399124,266,116,382,104,-12,116,KEN,2008
p313,http://www.fifa.com/associations/association=ken/development-activities/goal/index.html,Kenya,SUB-SAHARAN AFRICA,Technical centre,02.11.2002,Nairobi,National youth training centre,1,"To have a top-class training centre to prepare national youth teams, to hold courses and to help develop young players.",400000,171501,0,0,571501,571502,266,116,382,104,-12,116,KEN,2002
p314,http://www.fifa.com/associations/association=kgz/development-activities/goal/index.html,Kyrgyzstan,C.W. OF IND. STATES,Technical centre,19.03.2014,Osh City,Construction of a Football Academy that can host 60 players and regional headquarters for the southern region in Osh City,4,ï Establish and improve football infrastructure in the south of the country.;ï Decentralize the football infrastructure in Kyrgyzstan.,500000,0,0,0,500000,NA,146,151,135,173,22,-11,KGZ,2014
p315,http://www.fifa.com/associations/association=kgz/development-activities/goal/index.html,Kyrgyzstan,C.W. OF IND. STATES,Football pitch,02.06.2009,Bishkek,Installation of an artificial turf pitch at Bishkek technical centre,3,The objective of this project is;-to replace the damaged football turf pitch,400000,0,0,40000,400000,440000,146,151,135,173,22,-11,KGZ,2009
p316,http://www.fifa.com/associations/association=kgz/development-activities/goal/index.html,Kyrgyzstan,C.W. OF IND. STATES,Technical centre,22.09.2004,Bishkek,"Construction of a technical centre. The project includes: an administration building, electricity facilities, a natural turf pitch and general improvements",2,The objectives of this project are;-to organise training and matches for national teams;-to organise competitions;-to complete and develop the previous project carried out by the association and FIFA,550000,0,0,0,550000,550000,146,151,135,173,22,-11,KGZ,2004
p317,http://www.fifa.com/associations/association=kgz/development-activities/goal/index.html,Kyrgyzstan,C.W. OF IND. STATES,Football pitch,03.08.2000,Bishkek,Installation of a football turf pitch at Bishkek technical centre,1,The objective of this project is;-to support the league and enable matches to take place in an adequate environment,400000,22145,0,0,422145,422145,146,151,135,173,22,-11,KGZ,2000
p318,http://www.fifa.com/associations/association=kor/development-activities/goal/index.html,Korea Republic,ASIA (EX. NEAR EAST),Technical centre,26.03.2012,Paju,Construction of a medical clinic at the technical centre,4,The objectives of this project are;-to provide medical and rehabilitation services to the national teams;-to help players reduce recovery time after injuries,500000,0,800000,0,1300000,0,608,54,559,44,-10,-49,KOR,2012
p319,http://www.fifa.com/associations/association=kor/development-activities/goal/index.html,Korea Republic,ASIA (EX. NEAR EAST),Other,15.03.2010,Paju,Construction of an indoor futsal hall,3,The objective of this project is;-to ensure the training of the national futsal teams,400000,125000,117166,0,642166,525000,608,54,559,44,-10,-49,KOR,2010
p320,http://www.fifa.com/associations/association=kor/development-activities/goal/index.html,Korea Republic,ASIA (EX. NEAR EAST),Other,02.06.2009,Paju,Purchase of medical and rehabilitation equipment for the association’s medical clinic at the KFA national training centre,2,The objective of this project is;-to provide equipment for the rehabilitation of injured players,400000,0,0,0,400000,400000,608,54,559,44,-10,-49,KOR,2009
p321,http://www.fifa.com/associations/association=kor/development-activities/goal/index.html,Korea Republic,ASIA (EX. NEAR EAST),Technical centre,04.02.2008,Paju,"Construction and extension of the national technical centre. The project includes: an additional floor, additional rooms and a cafeteria",1,The objectives of this project are;-to organise courses;-to provide training facilities for foreign member associations wishing to visit Korea for their training camps;-to organise international youth tournaments for the development of youth football,400000,0,2116722,0,2516722,400000,608,54,559,44,-10,-49,KOR,2008
p322,http://www.fifa.com/associations/association=ksa/development-activities/goal/index.html,Saudi Arabia,NEAR EAST,IT projects,25.09.2012,Riyadh,"Data Management System (DMS) to be implemented with its needed components like Trasul module, OCR module and capturing module. The project further includes the purchase of scanners and hardware (server, printers and desktops) for SAFF Headquarters.",2,"- To enhance SAFF IT network to meet the DMS requirements.;- To decrease paperwork and storage space.;- To enhance administrative operation.;- To maintain and archive the documents (2,250,000 documents) and archiving all new documents through the system.",500000,0,0,0,500000,NA,351,98,546,47,-51,195,SAU,2012
p323,http://www.fifa.com/associations/association=ksa/development-activities/goal/index.html,Saudi Arabia,NEAR EAST,Football pitch,01.12.2009,Riyadh,Installation of two football pitches,1,The objective of this project is;-to provide more venues for the training of the various teams,400000,1187000,0,0,1587000,1587000,351,98,546,47,-51,195,SAU,2009
p324,http://www.fifa.com/associations/association=kuw/development-activities/goal/index.html,Kuwait,NEAR EAST,Other,19.03.2014,Kuwait City,Purchase and supply of medical and football fitness equipment for the KFA medical centre,3,ï Improve the injury and fitness recovery unit for KFA players.;ï Save costs by treating players locally in the medical centre and not sending them abroad.,500000,0,0,0,500000,NA,231,128,476,74,-54,245,KWT,2014
p325,http://www.fifa.com/associations/association=kuw/development-activities/goal/index.html,Kuwait,NEAR EAST,IT projects,15.03.2010,Kuwait City,Purchase of IT system and equipment for the headquarters,2,The objective of this project is;-to facilitate working processes at the headquarters;-to provide the association with an adequate IT system for future development and growth,400000,0,0,0,400000,400000,231,128,476,74,-54,245,KWT,2010
p326,http://www.fifa.com/associations/association=kuw/development-activities/goal/index.html,Kuwait,NEAR EAST,Other,22.10.2008,Kuwait city,Construction of four floodlighting systems in the technical centre,1,The objective of this project is;-to enable the association to improve the development of its various football teams,400000,0,200000,0,600000,400000,231,128,476,74,-54,245,KWT,2008
p327,http://www.fifa.com/associations/association=lao/development-activities/goal/index.html,Laos,ASIA (EX. NEAR EAST),Technical centre,25.09.2012,Vientiane,"Construction of a building to house offices, rooms and a fitness centre.",5,"This project will help to enhance and strengthen the image of football and will provide;- additional office space for LFF staff for the increasing needs;- a fitness centre for all National Team;- a venue for theoretical sessions (courses, seminars, training camps)",500000,22554,0,0,522554,NA,123,161,169,165,4,46,LAO,2012
p328,http://www.fifa.com/associations/association=lao/development-activities/goal/index.html,Laos,ASIA (EX. NEAR EAST),Football pitch,15.03.2010,Vientiane,Installation of an artificial turf pitch at the national technical centre,4,The objective of this project is;-to enable the association to use the technical centre for the training of all of its national teams,400000,100000,0,0,500000,500000,123,161,169,165,4,46,LAO,2010
p329,http://www.fifa.com/associations/association=lao/development-activities/goal/index.html,Laos,ASIA (EX. NEAR EAST),Technical centre,04.02.2008,Vientiane,"Construction of the women’s football technical centre. The project includes: a football pitch, a dormitory, a canteen and an office",3,The objective of this project is;-to introduce and develop women’s football in the country;-to be used for other football-related activities,400000,0,22137,0,422137,400000,123,161,169,165,4,46,LAO,2008
p330,http://www.fifa.com/associations/association=lao/development-activities/goal/index.html,Laos,ASIA (EX. NEAR EAST),Headquarters,15.03.2006,Vientiane,"Construction of the association’s headquarters. The project includes administrative rooms, offices and an indoor futsal stadium",2,The objective of this project is;-to deliver headquarters and administrative offices befitting a football association;-to provide the association with adequate facilities for the preparation and training of the national futsal teams;-to organise courses,400000,34846,0,0,434846,434846,123,161,169,165,4,46,LAO,2006
p331,http://www.fifa.com/associations/association=lao/development-activities/goal/index.html,Laos,ASIA (EX. NEAR EAST),Technical centre,03.08.2000,Vientiane,Construction of a technical centre. The project includes: two football pitches,1,The objective of this project is;-to reduce costs,399992,0,0,0,399992,399992,123,161,169,165,4,46,LAO,2000
p332,http://www.fifa.com/associations/association=lbr/development-activities/goal/index.html,Liberia,SUB-SAHARAN AFRICA,Technical centre,03.09.2013,,National technical centre,4,1) To better prepare the national teams;2) To provide an environment suitable for training young people;3) To develop grassroots football and youth football and women’s football;4) To reduce the member association’s expenditure considerably with regard to preparing the national teams,500000,0,0,0,500000,49975,268,115,427,95,-20,159,LBR,2013
p333,http://www.fifa.com/associations/association=lbr/development-activities/goal/index.html,Liberia,SUB-SAHARAN AFRICA,Headquarters,04.02.2008,Monrovia,"Renovation of the national stadium and of the association’s headquarters. The project includes: a football pitch, spectator stands and lighting",3,The objective of this project is;- to deliver headquarters and administrative offices befitting a football association;- to upgrade the existing infrastructure,400000,0,0,0,400000,399687,268,115,427,95,-20,159,LBR,2008
p334,http://www.fifa.com/associations/association=lbr/development-activities/goal/index.html,Liberia,SUB-SAHARAN AFRICA,Football pitch,03.12.2006,Monrovia,Renovation of the artificial turf pitch at the Antoinette Tubman National Stadium,2,The objective of this project is;- to improve the playing surface for the benefit of national and international games,400000,26000,0,0,426000,382600,268,115,427,95,-20,159,LBR,2006
p335,http://www.fifa.com/associations/association=lbr/development-activities/goal/index.html,Liberia,SUB-SAHARAN AFRICA,Football pitch,04.12.2006,Monrovia,Construction of an artificial turf pitch at the national stadium,1,The objective of this project is;- to organise national and international competitions,1195828,0,0,0,1195828,1195828,268,115,427,95,-20,159,LBR,2006
p336,http://www.fifa.com/associations/association=lby/development-activities/goal/index.html,Libya,NORTHERN AFRICA,Technical centre,26.10.2010,Janzur,Construction of a new building at the national technical centre.,1,"The objective of this project is;-to increase the accommodation capacity of the technical centre;-to optimise the existing infrastructure;-to organise courses, seminars and activities with a special focus on refereeing, coaching and talented young players",400000,250000,400000,0,1050000,NA,281,113,326,120,7,45,LBY,2010
p337,http://www.fifa.com/associations/association=lca/development-activities/goal/index.html,Saint Lucia,LATIN AMER. & CARIB,Technical centre,01.05.2003,Castries,"Construction of the technical centre. The project includes: a football pitch, lighting, changing rooms and security fences",1,The objective of this project is;-to provide the association with its own facilities for the development of football at all levels,400000,91000,0,100000,491000,152023,NA,NA,NA,NA,0,0,LCA,2003
p338,http://www.fifa.com/associations/association=les/development-activities/goal/index.html,Lesotho,SUB-SAHARAN AFRICA,Technical centre,18.10.2011,Leribe Region,A new Regional Technical Centre for the Leribe Region.,3,Decentralisation of football development by achieving the following targets;1) Provide players of all age categories and gender with an adequate infrastructure enabling them to properly train.;2) Decentralise football infrastructure of good quality in Lesotho.;3) Improve the desperate need of good playing surfaces in Lesotho for football.;4) To develop grass roots football and training sessions for the youth of 12 to 17 years (male and female) in this region.,513292,19366,0,0,532658,422755,243,125,257,137,12,14,LSO,2011
p339,http://www.fifa.com/associations/association=les/development-activities/goal/index.html,Lesotho,SUB-SAHARAN AFRICA,Technical centre,17.02.2004,,District football facilities and Offices,2,Provide office and changing as well as training at district level,386708,0,0,0,486708,386708,243,125,257,137,12,14,LSO,2004
p340,http://www.fifa.com/associations/association=les/development-activities/goal/index.html,Lesotho,SUB-SAHARAN AFRICA,Headquarters,03.08.2000,Maseru,Headquarters;Technical building;One football field,1,Replace renting facilities and have a modern tool for administration as well as a football field of its own,400000,377834,0,0,777834,777834,243,125,257,137,12,14,LSO,2000
p341,http://www.fifa.com/associations/association=lib/development-activities/goal/index.html,Lebanon,NEAR EAST,Football pitch,19.03.2014,"Bir Hassan, Beirut",Construction of a football turf pitch at Bir Hassan vocational complex in Beirut,3,ï Enhance and improve training facilities for national teams and youth teams as well as for grassroots activities.;ï Support the Lebanese league by providing more fields.,500000,0,0,0,500000,NA,254,121,368,111,-10,114,LBN,2014
p342,http://www.fifa.com/associations/association=lib/development-activities/goal/index.html,Lebanon,NEAR EAST,Football pitch,18.10.2011,Beirut,Installation of an artificial turf pitch at Al Ahed Stadium,2,The objective of this project is;-to intensify playing and training time for the association’s youth national teams,500000,0,0,0,500000,500000,254,121,368,111,-10,114,LBN,2011
p343,http://www.fifa.com/associations/association=lib/development-activities/goal/index.html,Lebanon,NEAR EAST,Football pitch,04.07.2001,Beirut,Installation of an artificial turf pitch at the SAFA Stadium,1,The objective of this project is;-to facilitate the training of all national teams,400000,73300,0,0,503300,473300,254,121,368,111,-10,114,LBN,2001
p344,http://www.fifa.com/associations/association=lie/development-activities/goal/index.html,Liechtenstein,WESTERN EUROPE,Headquarters,01.05.2003,Vaduz,Construction of the association ‘s headquarters,1,The objectives of this project are;- to deliver headquarters and administrative offices befitting a football association;- to reduce costs on renting facilities,400000,0,0,0,2250000,400000,223,130,247,142,12,24,LIE,2003
p345,http://www.fifa.com/associations/association=ltu/development-activities/goal/index.html,Lithuania,BALTICS,Headquarters,25.09.2012,Vilnius,Construction of a new Headquarters for the Lithuanian FF in the national stadium in Vilnius.,5,- Provide the Lithuanian FF with new headquarters;- Increase and improve the administration offices;- Create healthier working conditions to motivate the LFF’ staff and better achieve its goals under the new organisation structure;- Upgrade of the stadiu,500000,0,3508000,0,4008000,500000,355,96,482,72,-24,127,LTU,2012
p346,http://www.fifa.com/associations/association=ltu/development-activities/goal/index.html,Lithuania,BALTICS,Football academy,26.10.2010,Kaunas,Implementation of a long-term plan to discover talented young players in the country,4,The objectives of this project are;- to achieve better development of talented young players;- to improve the quality of football training by advising youth coaches,400000,0,0,0,400000,400000,355,96,482,72,-24,127,LTU,2010
p347,http://www.fifa.com/associations/association=ltu/development-activities/goal/index.html,Lithuania,BALTICS,Technical centre,02.06.2009,Vilnius,Extension of the LFF national technical centre. The project includes: a football turf pitch and training and parking facilities,3,The objective of this project is;- to organise youth training sessions,400000,0,400406,0,800406,400000,355,96,482,72,-24,127,LTU,2009
p348,http://www.fifa.com/associations/association=ltu/development-activities/goal/index.html,Lithuania,BALTICS,Technical centre,17.02.2005,Kaunas,"Construction of the technical centre for youth teams. The project consists of: two natural grass pitches, changing rooms, medical and fitness rooms, storage and catering rooms, accommodation",2,The objectives of this project are;- to provide a venue for the training of the national teams;- to provide a venue for the education and development of youth players,400000,0,0,0,1817433,NA,355,96,482,72,-24,127,LTU,2005
p349,http://www.fifa.com/associations/association=ltu/development-activities/goal/index.html,Lithuania,BALTICS,Football pitch,18.02.2005,Kaunas,Installation of two artificial turf pitches at the national youth academy,1,The objective of this project is;- to improve the quality standard for national and club teams,400000,90392,0,0,490392,490392,355,96,482,72,-24,127,LTU,2005
p350,http://www.fifa.com/associations/association=lux/development-activities/goal/index.html,Luxembourg,WESTERN EUROPE,Headquarters,22.10.2008,Mondercange,Completion of the work initiated under Goal project I for the construction of the headquarters and the technical centre,2,"The objectives of this project are;- to complete and develop the previous projects carried out by the association and FIFA;- to establish a technical centre, headquarters and football stadium at one site",400000,0,0,0,400000,400000,225,129,259,135,6,34,LUX,2008
p351,http://www.fifa.com/associations/association=lux/development-activities/goal/index.html,Luxembourg,WESTERN EUROPE,Headquarters,02.11.2002,Mondercange,Renovation of an existing building as the association’s new headquarters,1,"The objectives of this project are;- to help the association to optimise the use of its headquarters;- to better coordinate grassroots projects together with football schools;- to promote youth and women’s football;- to promote futsal, coaching and other educational programmes",400000,0,0,0,400000,400000,225,129,259,135,6,34,LUX,2002
p352,http://www.fifa.com/associations/association=lva/development-activities/goal/index.html,Latvia,BALTICS,Football academy,25.09.2012,Staicele,"Training programme for young, talented players in the Latvian football federation’s technical centre in Staicele.",5,- Introduction of training camps;- Selection of the most talented players for the national football team in the future;- Raising the qualification of coaches that work with youth players,500000,0,200000,0,700000,450000,342,100,439,90,-10,97,LVA,2012
p353,http://www.fifa.com/associations/association=lva/development-activities/goal/index.html,Latvia,BALTICS,Other,26.10.2010,Riga and different regions,Purchase of maintenance equipment for artificial and natural turf pitches in 20 municipalities. The project is co-financed by the UEFA HatTrick Programme and the municipalities,4,The objectives of this project are;- to increase the number of football pitches available for youth training;- to maintain the football pitches in good conditions,400000,0,0,0,400000,400000,342,100,439,90,-10,97,LVA,2010
p354,http://www.fifa.com/associations/association=lva/development-activities/goal/index.html,Latvia,BALTICS,Technical centre,01.12.2009,Riga,Construction of a technical centre,3,The objective of this project is;- to build a technical centre for the association in Riga,400000,0,0,0,400000,400000,342,100,439,90,-10,97,LVA,2009
p355,http://www.fifa.com/associations/association=lva/development-activities/goal/index.html,Latvia,BALTICS,Headquarters,15.03.2006,Riga,"Construction work to complete the LFF headquarters. The project includes: administration facilities, conference rooms and training facilities",2,The objective of this project is;- to deliver headquarters and administrative offices befitting a football association,400000,0,0,0,400000,400000,342,100,439,90,-10,97,LVA,2006
p356,http://www.fifa.com/associations/association=lva/development-activities/goal/index.html,Latvia,BALTICS,Football pitch,16.03.2006,Riga,Installation of an artificial turf pitch at the national technical centre,1,The objective of this project is;- to improve the quality standard for national and club teams,400000,0,10000,0,410000,400000,342,100,439,90,-10,97,LVA,2006
p357,http://www.fifa.com/associations/association=mad/development-activities/goal/index.html,Madagascar,SUB-SAHARAN AFRICA,Football academy,18.03.2013,Carion Technical Centre,Support for the creation and sustainability of a football academy at the Carion Technical Centre (Goal II and IV).,4,"Financial, administrative and technical support for the creation of a football academy with the following aims;1) Prepare a competitive U-17 team for the African U-17 Championship 2017 to be held in Madagascar;2) Further develop youth football as a strategic pillar for the future;3) Develop technical expertise at local level via targeted support for youth football (qualified coach);4) Improve the existing infrastructure as financed by the Goal project (technical centre);The project will be implemented simultaneously with the PERFORMANCE Programme, which will focus on the sustainability of the project from an administrative and financial perspective (marketing).",500000,0,0,0,500000,35077,166,148,354,115,-33,188,MDG,2013
p358,http://www.fifa.com/associations/association=mad/development-activities/goal/index.html,Madagascar,SUB-SAHARAN AFRICA,Football pitch,15.03.2010,Antananarivo,Completion of the work initiated under Goal project I. Installation of an artificial turf pitch at the technical centre in Carion,3,The objectives of this project are;-to complete the previous projects carried out by the association and FIFA;-to improve the preparation of all national teams,400000,23000,0,120000,423000,542747,166,148,354,115,-33,188,MDG,2010
p359,http://www.fifa.com/associations/association=mad/development-activities/goal/index.html,Madagascar,SUB-SAHARAN AFRICA,Other,04.02.2008,Majunga,Renovation of the spectator stands and other facilities at the Municipal stadium of Rabemananjara,2,The objectives of this project are;-to upgrade the infrastructure with modern facilities;-to promote football;- to guarantee the security of spectators,400000,0,0,36297,400000,434360,166,148,354,115,-33,188,MDG,2008
p360,http://www.fifa.com/associations/association=mad/development-activities/goal/index.html,Madagascar,SUB-SAHARAN AFRICA,Technical centre,01.03.2002,Antananarivo,"Construction of a technical centre in Carion. The project includes: rooms, a kitchen, a restaurant, conference rooms and administrative offices",2,"The objective of this project is;-to develop the preparation and training of players, coaches and referees",56320,0,0,620719,56320,677039,166,148,354,115,-33,188,MDG,2002
p361,http://www.fifa.com/associations/association=mad/development-activities/goal/index.html,Madagascar,SUB-SAHARAN AFRICA,Headquarters,02.03.2002,Antananarivo,Rehabilitation of an existing building in Antananarivo to be used as the national association’s headquarters,1,The objective of this project is;-to deliver headquarters and administrative offices befitting a football association,443681,0,0,0,443681,443681,166,148,354,115,-33,188,MDG,2002
p362,http://www.fifa.com/associations/association=mar/development-activities/goal/index.html,Morocco,NORTHERN AFRICA,Technical centre,18.03.2013,Rabat,"Development of space between the artificial pitches;- Provision and erection of fencing for the two artificial pitches;- Team shelter and ball-stop netting;- Construction of stands (each with around 500 seats, two dressing rooms and showers for two teams, kit shop, media room, meeting room);- Pitch floodlighting;- Minipitch covering",4,"Complete the existing infrastructure and accessories of the centre to achieve the following objectives;1) Transform the national centre into a high-quality, integrated complex that will serve as a regional reference point as well as provide all of the necessary facilities to promote the development of football at all levels (education, training, integration of national teams);2) Enhance the association’s visibility and profile;3) Help to reinforce football’s positive image in Morocco;4) Ensure autonomy and respect for the Moroccan Football Association;5) Create a heritage for Moroccan football ñ one with financial value;6) Provide a covered pitch in order to be able to train during the rainy season",500000,0,0,0,500000,NA,378,88,603,28,-60,225,MAR,2013
p363,http://www.fifa.com/associations/association=mar/development-activities/goal/index.html,Morocco,NORTHERN AFRICA,Football pitch,01.12.2009,Rabat,Installation of a second artificial turf pitch at the national technical centre in Maamoura,3,The objectives of this project are;- to complete the national technical centre;- to offer an additional pitch to the national teams for their training,400000,217001,0,0,617001,617001,378,88,603,28,-60,225,MAR,2009
p364,http://www.fifa.com/associations/association=mar/development-activities/goal/index.html,Morocco,NORTHERN AFRICA,Football pitch,04.02.2008,Rabat,Completion of the work initiated under Goal project I. Installation of an artificial turf pitch at the national technical centre in Maamoura (Rabat),2,The objective of this project is;-to improve the training quality of every team with a particular focus on the youth teams,400000,157000,0,0,557000,557000,378,88,603,28,-60,225,MAR,2008
p365,http://www.fifa.com/associations/association=mar/development-activities/goal/index.html,Morocco,NORTHERN AFRICA,Technical centre,01.05.2003,Rabat,Construction of the national technical centre in the Maamoura region,1,The objectives of this project are;-to deliver headquarters and administrative offices befitting a football association;-to ensure the development of youth football,400000,482730,0,0,882730,882730,378,88,603,28,-60,225,MAR,2003
p366,http://www.fifa.com/associations/association=mas/development-activities/goal/index.html,Malaysia,ASIA (EX. NEAR EAST),Other,01.12.2009,Petaling Jaya,"Construction of an indoor futsal hall. The project includes: a full-sized futsal pitch, changing rooms and a reception area",3,The objective of this project is;-to host regional and national futsal competitions,400000,5133,0,0,405133,40000,142,154,377,106,-48,235,MYS,2009
p367,http://www.fifa.com/associations/association=mas/development-activities/goal/index.html,Malaysia,ASIA (EX. NEAR EAST),Football pitch,03.12.2006,Kuala Lumpur,Installation of an artificial turf pitch at the national sports school,2,The objective of this project is;-to maximise usage of the facility throughout the year and under all weather conditions for youth team training and competitions,400000,210020,0,68955,610020,678975,142,154,377,106,-48,235,MYS,2006
p368,http://www.fifa.com/associations/association=mas/development-activities/goal/index.html,Malaysia,ASIA (EX. NEAR EAST),Football pitch,15.10.2003,Petaling Jaya,Installation of an artificial turf pitch at the technical centre. The project includes: floodlights,1,The objective of this project is;-to maximise usage of the facility throughout the year and under all weather conditions for youth team training and competitions,400000,242731,300000,0,942731,642731,142,154,377,106,-48,235,MYS,2003
p369,http://www.fifa.com/associations/association=mda/development-activities/goal/index.html,Moldova,C.W. OF IND. STATES,Technical centre,15.03.2010,Chisinau,"Construction of pitch, dressing rooms, fitness and rehabilitation centre",3,ï To establish in cooperation with Sport Municipal Lyceum in Chisinau a youth talent academy;ï To prepare high performance players;ï To train and educate young talented players from all over Moldova,400000,0,520000,0,1840000,NA,254,121,417,97,-24,163,MDA,2010
p370,http://www.fifa.com/associations/association=mda/development-activities/goal/index.html,Moldova,C.W. OF IND. STATES,Headquarters,07.11.2005,Chisinau,Renovation of the national headquarters building and purchase of office equipment,2,The objective of this project is;- to help the association to optimise the use of its headquarters,400000,0,0,0,400000,400000,254,121,417,97,-24,163,MDA,2005
p371,http://www.fifa.com/associations/association=mda/development-activities/goal/index.html,Moldova,C.W. OF IND. STATES,Technical centre,03.08.2000,Vadul-lui-Voda,"Construction of a national technical centre. The project includes: accommodation, a medical clinic, a conference room, two natural turf pitches, one artificial turf pitch and spectator stands",1,The objective of this project is;- to enable the association to use the technical centre for the training of its various football teams,400000,0,0,72,400000,400072,254,121,417,97,-24,163,MDA,2000
p372,http://www.fifa.com/associations/association=mdv/development-activities/goal/index.html,Maldives,ASIA (EX. NEAR EAST),Football pitch,18.10.2011,"Eydafushi, Thodhoo, Thinadhoo, Fuahmulah",Installation of four futsal pitches on four different islands of the Maldives,3,The objectives of this project are;-to deliver football facilities on four different islands;-to develop football in remote regions;-to increase the game’s popularity,500000,0,0,0,500000,NA,220,135,216,153,18,-4,MDV,2011
p373,http://www.fifa.com/associations/association=mdv/development-activities/goal/index.html,Maldives,ASIA (EX. NEAR EAST),Football pitch,02.06.2009,Male,Installation of an artificial turf pitch at the association’s headquarters,2,The objectives of this project are;-to replace the existing football turf pitch at the headquarters;-to provide the national teams with adequate training facilities,400000,6000,0,0,406000,394800,220,135,216,153,18,-4,MDV,2009
p374,http://www.fifa.com/associations/association=mdv/development-activities/goal/index.html,Maldives,ASIA (EX. NEAR EAST),Headquarters,03.06.2009,Male,Construction of the association’s headquarters. The project includes: a football turf pitch at Male,1,The objectives of this project are;-to deliver headquarters and administrative offices befitting a football association;-to support the league and enable matches to take place in an adequate environment,400000,458110,0,0,858110,858110,220,135,216,153,18,-4,MDV,2009
p375,http://www.fifa.com/associations/association=mex/development-activities/goal/index.html,Mexico,LATIN AMER. & CARIB,Technical centre,18.03.2013,Mexico City,Dormitories for youth national teams (boys and girls) in the MAs high performance technical centre.,3,The objective of the project is to enhance the capacity of the technical centre facility in order to better host the men's and women's national teams and to develop youth football/youth teams (male and female).,500000,0,0,0,500000,NA,912,21,700,11,-10,-212,MEX,2013
